Comunidades y Ciudades Autónomas;Periodo;Total
05 Canarias;2007M07;833
05 Canarias;2007M06;725
05 Canarias;2007M05;511
05 Canarias;2007M04;451
05 Canarias;2007M03;441
05 Canarias;2007M02;271
05 Canarias;2007M01;208
05 Canarias;2006M12;370
05 Canarias;2006M11;520
05 Canarias;2006M10;753
05 Canarias;2006M09;988
05 Canarias;2006M08;524
05 Canarias;2006M07;785
05 Canarias;2006M06;740
05 Canarias;2006M05;590
05 Canarias;2006M04;503
05 Canarias;2006M03;435
05 Canarias;2006M02;336
05 Canarias;2006M01;252
05 Canarias;2005M12;389
05 Canarias;2005M11;499
05 Canarias;2005M10;803
05 Canarias;2005M09;897
05 Canarias;2005M08;588
05 Canarias;2005M07;821
05 Canarias;2005M06;618
05 Canarias;2005M05;568
05 Canarias;2005M04;614
05 Canarias;2005M03;362
05 Canarias;2005M02;308
05 Canarias;2005M01;273
05 Canarias;2004M12;372
05 Canarias;2004M11;490
05 Canarias;2004M10;846
05 Canarias;2004M09;868
05 Canarias;2004M08;580
05 Canarias;2004M07;860
05 Canarias;2004M06;640
05 Canarias;2004M05;647
05 Canarias;2004M04;499
05 Canarias;2004M03;438
05 Canarias;2004M02;359
05 Canarias;2004M01;237
05 Canarias;2003M12;402
05 Canarias;2003M11;579
05 Canarias;2003M10;813
05 Canarias;2003M09;906
05 Canarias;2003M08;773
05 Canarias;2003M07;735
05 Canarias;2003M06;613
05 Canarias;2003M05;645
05 Canarias;2003M04;435
05 Canarias;2003M03;440
05 Canarias;2003M02;339
05 Canarias;2003M01;269
05 Canarias;2002M12;467
05 Canarias;2002M11;635
05 Canarias;2002M10;813
05 Canarias;2002M09;916
05 Canarias;2002M08;776
05 Canarias;2002M07;704
05 Canarias;2002M06;688
05 Canarias;2002M05;532
05 Canarias;2002M04;551
05 Canarias;2002M03;379
05 Canarias;2002M02;309
05 Canarias;2002M01;198
05 Canarias;2001M12;473
05 Canarias;2001M11;567
05 Canarias;2001M10;830
05 Canarias;2001M09;1.049
05 Canarias;2001M08;686
05 Canarias;2001M07;758
05 Canarias;2001M06;728
05 Canarias;2001M05;569
05 Canarias;2001M04;468
05 Canarias;2001M03;517
05 Canarias;2001M02;307
05 Canarias;2001M01;238
05 Canarias;2000M12;568
05 Canarias;2000M11;584
05 Canarias;2000M10;866
05 Canarias;2000M09;1.090
05 Canarias;2000M08;726
05 Canarias;2000M07;941
05 Canarias;2000M06;641
05 Canarias;2000M05;544
05 Canarias;2000M04;534
05 Canarias;2000M03;451
05 Canarias;2000M02;342
05 Canarias;2000M01;291
05 Canarias;1999M12;561
05 Canarias;1999M11;630
05 Canarias;1999M10;1.115
05 Canarias;1999M09;942
05 Canarias;1999M08;826
05 Canarias;1999M07;981
05 Canarias;1999M06;661
05 Canarias;1999M05;620
05 Canarias;1999M04;532
05 Canarias;1999M03;510
05 Canarias;1999M02;371
05 Canarias;1999M01;276
05 Canarias;1998M12;591
05 Canarias;1998M11;615
05 Canarias;1998M10;1.046
05 Canarias;1998M09;946
05 Canarias;1998M08;931
05 Canarias;1998M07;902
05 Canarias;1998M06;698
05 Canarias;1998M05;634
05 Canarias;1998M04;520
05 Canarias;1998M03;494
05 Canarias;1998M02;442
05 Canarias;1998M01;272
05 Canarias;1997M12;579
05 Canarias;1997M11;628
05 Canarias;1997M10;889
05 Canarias;1997M09;888
05 Canarias;1997M08;869
05 Canarias;1997M07;804
05 Canarias;1997M06;684
05 Canarias;1997M05;558
05 Canarias;1997M04;581
05 Canarias;1997M03;467
05 Canarias;1997M02;374
05 Canarias;1997M01;260
05 Canarias;1996M12;567
05 Canarias;1996M11;695
05 Canarias;1996M10;871
05 Canarias;1996M09;904
05 Canarias;1996M08;843
05 Canarias;1996M07;802
05 Canarias;1996M06;688
05 Canarias;1996M05;528
05 Canarias;1996M04;486
05 Canarias;1996M03;584
05 Canarias;1996M02;359
05 Canarias;1996M01;343
05 Canarias;1995M12;749
05 Canarias;1995M11;655
05 Canarias;1995M10;821
05 Canarias;1995M09;1.075
05 Canarias;1995M08;677
05 Canarias;1995M07;939
05 Canarias;1995M06;673
05 Canarias;1995M05;553
05 Canarias;1995M04;670
05 Canarias;1995M03;529
05 Canarias;1995M02;431
05 Canarias;1995M01;377
05 Canarias;1994M12;772
05 Canarias;1994M11;664
05 Canarias;1994M10;917
05 Canarias;1994M09;1.006
05 Canarias;1994M08;742
05 Canarias;1994M07;1.055
05 Canarias;1994M06;714
05 Canarias;1994M05;502
05 Canarias;1994M04;613
05 Canarias;1994M03;527
05 Canarias;1994M02;422
05 Canarias;1994M01;394
05 Canarias;1993M12;712
05 Canarias;1993M11;550
05 Canarias;1993M10;926
05 Canarias;1993M09;913
05 Canarias;1993M08;736
05 Canarias;1993M07;1.023
05 Canarias;1993M06;680
05 Canarias;1993M05;615
05 Canarias;1993M04;560
05 Canarias;1993M03;600
05 Canarias;1993M02;473
05 Canarias;1993M01;395
05 Canarias;1992M12;759
05 Canarias;1992M11;627
05 Canarias;1992M10;1.027
05 Canarias;1992M09;881
05 Canarias;1992M08;961
05 Canarias;1992M07;965
05 Canarias;1992M06;767
05 Canarias;1992M05;637
05 Canarias;1992M04;610
05 Canarias;1992M03;605
05 Canarias;1992M02;506
05 Canarias;1992M01;421
05 Canarias;1991M12;779
05 Canarias;1991M11;696
05 Canarias;1991M10;928
05 Canarias;1991M09;911
05 Canarias;1991M08;964
05 Canarias;1991M07;953
05 Canarias;1991M06;843
05 Canarias;1991M05;576
05 Canarias;1991M04;755
05 Canarias;1991M03;612
05 Canarias;1991M02;478
05 Canarias;1991M01;442
05 Canarias;1990M12;999
05 Canarias;1990M11;684
05 Canarias;1990M10;828
05 Canarias;1990M09;1.105
05 Canarias;1990M08;899
05 Canarias;1990M07;1.008
05 Canarias;1990M06;910
05 Canarias;1990M05;613
05 Canarias;1990M04;650
05 Canarias;1990M03;742
05 Canarias;1990M02;535
05 Canarias;1990M01;545
05 Canarias;1989M12;979
05 Canarias;1989M11;656
05 Canarias;1989M10;837
05 Canarias;1989M09;1.072
05 Canarias;1989M08;923
05 Canarias;1989M07;1.038
05 Canarias;1989M06;768
05 Canarias;1989M05;602
05 Canarias;1989M04;829
05 Canarias;1989M03;673
05 Canarias;1989M02;584
05 Canarias;1989M01;578
05 Canarias;1988M12;998
05 Canarias;1988M11;752
05 Canarias;1988M10;976
05 Canarias;1988M09;1.056
05 Canarias;1988M08;952
05 Canarias;1988M07;1.187
05 Canarias;1988M06;781
05 Canarias;1988M05;644
05 Canarias;1988M04;780
05 Canarias;1988M03;760
05 Canarias;1988M02;582
05 Canarias;1988M01;644
05 Canarias;1987M12;1.004
05 Canarias;1987M11;709
05 Canarias;1987M10;1.031
05 Canarias;1987M09;925
05 Canarias;1987M08;983
05 Canarias;1987M07;988
05 Canarias;1987M06;759
05 Canarias;1987M05;668
05 Canarias;1987M04;735
05 Canarias;1987M03;688
05 Canarias;1987M02;628
05 Canarias;1987M01;614
05 Canarias;1986M12;1.012
05 Canarias;1986M11;730
05 Canarias;1986M10;816
05 Canarias;1986M09;798
05 Canarias;1986M08;981
05 Canarias;1986M07;880
05 Canarias;1986M06;709
05 Canarias;1986M05;573
05 Canarias;1986M04;663
05 Canarias;1986M03;695
05 Canarias;1986M02;493
05 Canarias;1986M01;432
05 Canarias;1985M12;789
05 Canarias;1985M11;634
05 Canarias;1985M10;784
05 Canarias;1985M09;753
05 Canarias;1985M08;899
05 Canarias;1985M07;808
05 Canarias;1985M06;836
05 Canarias;1985M05;571
05 Canarias;1985M04;586
05 Canarias;1985M03;786
05 Canarias;1985M02;498
05 Canarias;1985M01;565
05 Canarias;1984M12;1.038
05 Canarias;1984M11;556
05 Canarias;1984M10;704
05 Canarias;1984M09;826
05 Canarias;1984M08;771
05 Canarias;1984M07;882
05 Canarias;1984M06;835
05 Canarias;1984M05;532
05 Canarias;1984M04;695
05 Canarias;1984M03;714
05 Canarias;1984M02;510
05 Canarias;1984M01;556
05 Canarias;1983M12;986
05 Canarias;1983M11;570
05 Canarias;1983M10;815
05 Canarias;1983M09;836
05 Canarias;1983M08;778
05 Canarias;1983M07;1.038
05 Canarias;1983M06;705
05 Canarias;1983M05;546
05 Canarias;1983M04;593
05 Canarias;1983M03;696
05 Canarias;1983M02;525
05 Canarias;1983M01;542
05 Canarias;1982M12;990
05 Canarias;1982M11;556
05 Canarias;1982M10;730
05 Canarias;1982M09;749
05 Canarias;1982M08;827
05 Canarias;1982M07;883
05 Canarias;1982M06;727
05 Canarias;1982M05;551
05 Canarias;1982M04;629
05 Canarias;1982M03;623
05 Canarias;1982M02;551
05 Canarias;1982M01;591
05 Canarias;1981M12;954
05 Canarias;1981M11;535
05 Canarias;1981M10;773
05 Canarias;1981M09;729
05 Canarias;1981M08;979
05 Canarias;1981M07;863
05 Canarias;1981M06;665
05 Canarias;1981M05;598
05 Canarias;1981M04;690
05 Canarias;1981M03;668
05 Canarias;1981M02;529
05 Canarias;1981M01;592
05 Canarias;1980M12;993
05 Canarias;1980M11;592
05 Canarias;1980M10;899
05 Canarias;1980M09;653
05 Canarias;1980M08;1.043
05 Canarias;1980M07;977
05 Canarias;1980M06;957
05 Canarias;1980M05;701
05 Canarias;1980M04;657
05 Canarias;1980M03;784
05 Canarias;1980M02;608
05 Canarias;1980M01;628
05 Canarias;1979M12;1.312
05 Canarias;1979M11;590
05 Canarias;1979M10;840
05 Canarias;1979M09;1.034
05 Canarias;1979M08;1.012
05 Canarias;1979M07;999
05 Canarias;1979M06;982
05 Canarias;1979M05;580
05 Canarias;1979M04;802
05 Canarias;1979M03;905
05 Canarias;1979M02;601
05 Canarias;1979M01;574
05 Canarias;1978M12;1.255
05 Canarias;1978M11;586
05 Canarias;1978M10;789
05 Canarias;1978M09;988
05 Canarias;1978M08;1.037
05 Canarias;1978M07;1.123
05 Canarias;1978M06;866
05 Canarias;1978M05;578
05 Canarias;1978M04;803
05 Canarias;1978M03;672
05 Canarias;1978M02;568
05 Canarias;1978M01;724
05 Canarias;1977M12;1.116
05 Canarias;1977M11;596
05 Canarias;1977M10;882
05 Canarias;1977M09;863
05 Canarias;1977M08;953
05 Canarias;1977M07;1.070
05 Canarias;1977M06;766
05 Canarias;1977M05;598
05 Canarias;1977M04;752
05 Canarias;1977M03;764
05 Canarias;1977M02;567
05 Canarias;1977M01;673
05 Canarias;1976M12;1.101
05 Canarias;1976M11;556
05 Canarias;1976M10;922
05 Canarias;1976M09;866
05 Canarias;1976M08;1.004
05 Canarias;1976M07;1.034
05 Canarias;1976M06;825
05 Canarias;1976M05;674
05 Canarias;1976M04;762
05 Canarias;1976M03;720
05 Canarias;1976M02;604
05 Canarias;1976M01;604
05 Canarias;1975M12;1.099
05 Canarias;1975M11;612
05 Canarias;1975M10;831
05 Canarias;1975M09;857
05 Canarias;1975M08;1.008
05 Canarias;1975M07;916
05 Canarias;1975M06;909
05 Canarias;1975M05;612
05 Canarias;1975M04;801
05 Canarias;1975M03;791
05 Canarias;1975M02;497
05 Canarias;1975M01;594
06 Cantabria;2021M12;79
06 Cantabria;2021M11;99
06 Cantabria;2021M10;211
06 Cantabria;2021M09;271
06 Cantabria;2021M08;223
06 Cantabria;2021M07;262
06 Cantabria;2021M06;207
06 Cantabria;2021M05;153
06 Cantabria;2021M04;106
06 Cantabria;2021M03;92
06 Cantabria;2021M02;81
06 Cantabria;2021M01;52
06 Cantabria;2020M12;97
06 Cantabria;2020M11;85
06 Cantabria;2020M10;162
06 Cantabria;2020M09;170
06 Cantabria;2020M08;161
06 Cantabria;2020M07;123
06 Cantabria;2020M06;85
06 Cantabria;2020M05;15
06 Cantabria;2020M04;3
06 Cantabria;2020M03;52
06 Cantabria;2020M02;87
06 Cantabria;2020M01;71
06 Cantabria;2019M12;114
06 Cantabria;2019M11;116
06 Cantabria;2019M10;241
06 Cantabria;2019M09;282
06 Cantabria;2019M08;260
06 Cantabria;2019M07;240
06 Cantabria;2019M06;223
06 Cantabria;2019M05;179
06 Cantabria;2019M04;108
06 Cantabria;2019M03;70
06 Cantabria;2019M02;62
06 Cantabria;2019M01;56
06 Cantabria;2018M12;79
06 Cantabria;2018M11;142
06 Cantabria;2018M10;209
06 Cantabria;2018M09;345
06 Cantabria;2018M08;276
06 Cantabria;2018M07;222
06 Cantabria;2018M06;271
06 Cantabria;2018M05;177
06 Cantabria;2018M04;115
06 Cantabria;2018M03;97
06 Cantabria;2018M02;78
06 Cantabria;2018M01;56
06 Cantabria;2017M12;108
06 Cantabria;2017M11;102
06 Cantabria;2017M10;243
06 Cantabria;2017M09;357
06 Cantabria;2017M08;242
06 Cantabria;2017M07;293
06 Cantabria;2017M06;256
06 Cantabria;2017M05;170
06 Cantabria;2017M04;102
06 Cantabria;2017M03;106
06 Cantabria;2017M02;58
06 Cantabria;2017M01;42
06 Cantabria;2016M12;96
06 Cantabria;2016M11;120
06 Cantabria;2016M10;274
06 Cantabria;2016M09;361
06 Cantabria;2016M08;256
06 Cantabria;2016M07;366
06 Cantabria;2016M06;265
06 Cantabria;2016M05;168
06 Cantabria;2016M04;134
06 Cantabria;2016M03;78
06 Cantabria;2016M02;71
06 Cantabria;2016M01;39
06 Cantabria;2015M12;101
06 Cantabria;2015M11;112
06 Cantabria;2015M10;249
06 Cantabria;2015M09;309
06 Cantabria;2015M08;303
06 Cantabria;2015M07;298
06 Cantabria;2015M06;245
06 Cantabria;2015M05;188
06 Cantabria;2015M04;118
06 Cantabria;2015M03;77
06 Cantabria;2015M02;63
06 Cantabria;2015M01;61
06 Cantabria;2014M12;97
06 Cantabria;2014M11;104
06 Cantabria;2014M10;202
06 Cantabria;2014M09;337
06 Cantabria;2014M08;322
06 Cantabria;2014M07;238
06 Cantabria;2014M06;262
06 Cantabria;2014M05;183
06 Cantabria;2014M04;90
06 Cantabria;2014M03;104
06 Cantabria;2014M02;61
06 Cantabria;2014M01;69
06 Cantabria;2013M12;61
06 Cantabria;2013M11;98
06 Cantabria;2013M10;201
06 Cantabria;2013M09;325
06 Cantabria;2013M08;262
06 Cantabria;2013M07;256
06 Cantabria;2013M06;247
06 Cantabria;2013M05;163
06 Cantabria;2013M04;117
06 Cantabria;2013M03;90
06 Cantabria;2013M02;68
06 Cantabria;2013M01;48
06 Cantabria;2012M12;77
06 Cantabria;2012M11;111
06 Cantabria;2012M10;236
06 Cantabria;2012M09;417
06 Cantabria;2012M08;300
06 Cantabria;2012M07;275
06 Cantabria;2012M06;321
06 Cantabria;2012M05;207
06 Cantabria;2012M04;136
06 Cantabria;2012M03;107
06 Cantabria;2012M02;64
06 Cantabria;2012M01;75
06 Cantabria;2011M12;90
06 Cantabria;2011M11;86
06 Cantabria;2011M10;207
06 Cantabria;2011M09;359
06 Cantabria;2011M08;271
06 Cantabria;2011M07;358
06 Cantabria;2011M06;278
06 Cantabria;2011M05;178
06 Cantabria;2011M04;133
06 Cantabria;2011M03;84
06 Cantabria;2011M02;73
06 Cantabria;2011M01;67
06 Cantabria;2010M12;85
06 Cantabria;2010M11;96
06 Cantabria;2010M10;277
06 Cantabria;2010M09;389
06 Cantabria;2010M08;291
06 Cantabria;2010M07;378
06 Cantabria;2010M06;328
06 Cantabria;2010M05;246
06 Cantabria;2010M04;141
06 Cantabria;2010M03;123
06 Cantabria;2010M02;81
06 Cantabria;2010M01;65
06 Cantabria;2009M12;85
06 Cantabria;2009M11;114
06 Cantabria;2009M10;271
06 Cantabria;2009M09;420
06 Cantabria;2009M08;332
06 Cantabria;2009M07;344
06 Cantabria;2009M06;314
06 Cantabria;2009M05;313
06 Cantabria;2009M04;137
06 Cantabria;2009M03;128
06 Cantabria;2009M02;75
06 Cantabria;2009M01;48
06 Cantabria;2008M12;100
06 Cantabria;2008M11;135
06 Cantabria;2008M10;335
06 Cantabria;2008M09;435
06 Cantabria;2008M08;400
06 Cantabria;2008M07;358
06 Cantabria;2008M06;370
06 Cantabria;2008M05;358
06 Cantabria;2008M04;179
06 Cantabria;2008M03;123
06 Cantabria;2008M02;87
06 Cantabria;2008M01;56
06 Cantabria;2007M12;96
06 Cantabria;2007M11;160
06 Cantabria;2007M10;316
06 Cantabria;2007M09;475
06 Cantabria;2007M08;315
06 Cantabria;2007M07;381
06 Cantabria;2007M06;413
06 Cantabria;2007M05;301
06 Cantabria;2007M04;183
06 Cantabria;2007M03;173
06 Cantabria;2007M02;79
06 Cantabria;2007M01;56
06 Cantabria;2006M12;85
06 Cantabria;2006M11;108
06 Cantabria;2006M10;296
06 Cantabria;2006M09;509
06 Cantabria;2006M08;317
06 Cantabria;2006M07;375
06 Cantabria;2006M06;361
06 Cantabria;2006M05;305
06 Cantabria;2006M04;199
06 Cantabria;2006M03;153
06 Cantabria;2006M02;53
06 Cantabria;2006M01;61
06 Cantabria;2005M12;104
06 Cantabria;2005M11;144
06 Cantabria;2005M10;320
06 Cantabria;2005M09;435
06 Cantabria;2005M08;313
06 Cantabria;2005M07;418
06 Cantabria;2005M06;340
06 Cantabria;2005M05;295
06 Cantabria;2005M04;250
06 Cantabria;2005M03;114
06 Cantabria;2005M02;75
06 Cantabria;2005M01;68
06 Cantabria;2004M12;105
06 Cantabria;2004M11;145
06 Cantabria;2004M10;381
06 Cantabria;2004M09;417
06 Cantabria;2004M08;314
06 Cantabria;2004M07;365
06 Cantabria;2004M06;346
06 Cantabria;2004M05;347
06 Cantabria;2004M04;184
06 Cantabria;2004M03;138
06 Cantabria;2004M02;100
06 Cantabria;2004M01;60
06 Cantabria;2003M12;89
06 Cantabria;2003M11;138
06 Cantabria;2003M10;364
06 Cantabria;2003M09;441
06 Cantabria;2003M08;394
06 Cantabria;2003M07;313
06 Cantabria;2003M06;306
06 Cantabria;2003M05;357
06 Cantabria;2003M04;171
06 Cantabria;2003M03;167
06 Cantabria;2003M02;74
06 Cantabria;2003M01;50
06 Cantabria;2002M12;102
06 Cantabria;2002M11;184
06 Cantabria;2002M10;350
06 Cantabria;2002M09;429
06 Cantabria;2002M08;381
06 Cantabria;2002M07;333
06 Cantabria;2002M06;372
06 Cantabria;2002M05;319
06 Cantabria;2002M04;174
06 Cantabria;2002M03;133
06 Cantabria;2002M02;82
06 Cantabria;2002M01;38
06 Cantabria;2001M12;101
06 Cantabria;2001M11;140
06 Cantabria;2001M10;310
06 Cantabria;2001M09;479
06 Cantabria;2001M08;300
06 Cantabria;2001M07;308
06 Cantabria;2001M06;360
06 Cantabria;2001M05;269
06 Cantabria;2001M04;179
06 Cantabria;2001M03;170
06 Cantabria;2001M02;71
06 Cantabria;2001M01;55
06 Cantabria;2000M12;112
06 Cantabria;2000M11;141
06 Cantabria;2000M10;314
06 Cantabria;2000M09;498
06 Cantabria;2000M08;263
06 Cantabria;2000M07;374
06 Cantabria;2000M06;284
06 Cantabria;2000M05;281
06 Cantabria;2000M04;204
06 Cantabria;2000M03;135
06 Cantabria;2000M02;72
06 Cantabria;2000M01;50
06 Cantabria;1999M12;99
06 Cantabria;1999M11;129
06 Cantabria;1999M10;354
06 Cantabria;1999M09;407
06 Cantabria;1999M08;279
06 Cantabria;1999M07;371
06 Cantabria;1999M06;242
06 Cantabria;1999M05;281
06 Cantabria;1999M04;165
06 Cantabria;1999M03;159
06 Cantabria;1999M02;71
06 Cantabria;1999M01;54
06 Cantabria;1998M12;92
06 Cantabria;1998M11;124
06 Cantabria;1998M10;349
06 Cantabria;1998M09;358
06 Cantabria;1998M08;306
06 Cantabria;1998M07;283
06 Cantabria;1998M06;253
06 Cantabria;1998M05;311
06 Cantabria;1998M04;170
06 Cantabria;1998M03;127
06 Cantabria;1998M02;89
06 Cantabria;1998M01;59
06 Cantabria;1997M12;96
06 Cantabria;1997M11;134
06 Cantabria;1997M10;260
06 Cantabria;1997M09;362
06 Cantabria;1997M08;325
06 Cantabria;1997M07;268
06 Cantabria;1997M06;232
06 Cantabria;1997M05;268
06 Cantabria;1997M04;150
06 Cantabria;1997M03;149
06 Cantabria;1997M02;64
06 Cantabria;1997M01;45
06 Cantabria;1996M12;78
06 Cantabria;1996M11;136
06 Cantabria;1996M10;257
06 Cantabria;1996M09;379
06 Cantabria;1996M08;332
06 Cantabria;1996M07;257
06 Cantabria;1996M06;248
06 Cantabria;1996M05;249
06 Cantabria;1996M04;136
06 Cantabria;1996M03;183
06 Cantabria;1996M02;66
06 Cantabria;1996M01;48
06 Cantabria;1995M12;122
06 Cantabria;1995M11;133
06 Cantabria;1995M10;261
06 Cantabria;1995M09;408
06 Cantabria;1995M08;248
06 Cantabria;1995M07;278
06 Cantabria;1995M06;224
06 Cantabria;1995M05;198
06 Cantabria;1995M04;153
06 Cantabria;1995M03;115
06 Cantabria;1995M02;63
06 Cantabria;1995M01;63
06 Cantabria;1994M12;107
06 Cantabria;1994M11;115
06 Cantabria;1994M10;286
06 Cantabria;1994M09;370
06 Cantabria;1994M08;273
06 Cantabria;1994M07;288
06 Cantabria;1994M06;221
06 Cantabria;1994M05;226
06 Cantabria;1994M04;146
06 Cantabria;1994M03;121
06 Cantabria;1994M02;66
06 Cantabria;1994M01;83
06 Cantabria;1993M12;111
06 Cantabria;1993M11;110
06 Cantabria;1993M10;289
06 Cantabria;1993M09;357
06 Cantabria;1993M08;279
06 Cantabria;1993M07;309
06 Cantabria;1993M06;209
06 Cantabria;1993M05;236
06 Cantabria;1993M04;134
06 Cantabria;1993M03;127
06 Cantabria;1993M02;84
06 Cantabria;1993M01;65
06 Cantabria;1992M12;109
06 Cantabria;1992M11;131
06 Cantabria;1992M10;348
06 Cantabria;1992M09;380
06 Cantabria;1992M08;345
06 Cantabria;1992M07;260
06 Cantabria;1992M06;212
06 Cantabria;1992M05;291
06 Cantabria;1992M04;159
06 Cantabria;1992M03;160
06 Cantabria;1992M02;107
06 Cantabria;1992M01;70
06 Cantabria;1991M12;131
06 Cantabria;1991M11;158
06 Cantabria;1991M10;314
06 Cantabria;1991M09;376
06 Cantabria;1991M08;315
06 Cantabria;1991M07;247
06 Cantabria;1991M06;252
06 Cantabria;1991M05;238
06 Cantabria;1991M04;178
06 Cantabria;1991M03;155
06 Cantabria;1991M02;87
06 Cantabria;1991M01;79
06 Cantabria;1990M12;180
06 Cantabria;1990M11;171
06 Cantabria;1990M10;330
06 Cantabria;1990M09;442
06 Cantabria;1990M08;282
06 Cantabria;1990M07;268
06 Cantabria;1990M06;246
06 Cantabria;1990M05;216
06 Cantabria;1990M04;195
06 Cantabria;1990M03;172
06 Cantabria;1990M02;103
06 Cantabria;1990M01;89
06 Cantabria;1989M12;165
06 Cantabria;1989M11;168
06 Cantabria;1989M10;308
06 Cantabria;1989M09;433
06 Cantabria;1989M08;262
06 Cantabria;1989M07;285
06 Cantabria;1989M06;213
06 Cantabria;1989M05;204
06 Cantabria;1989M04;245
06 Cantabria;1989M03;180
06 Cantabria;1989M02;114
06 Cantabria;1989M01;115
06 Cantabria;1988M12;167
06 Cantabria;1988M11;178
06 Cantabria;1988M10;308
06 Cantabria;1988M09;398
06 Cantabria;1988M08;280
06 Cantabria;1988M07;312
06 Cantabria;1988M06;204
06 Cantabria;1988M05;230
06 Cantabria;1988M04;194
06 Cantabria;1988M03;191
06 Cantabria;1988M02;114
06 Cantabria;1988M01;89
06 Cantabria;1987M12;167
06 Cantabria;1987M11;140
06 Cantabria;1987M10;331
06 Cantabria;1987M09;366
06 Cantabria;1987M08;308
06 Cantabria;1987M07;194
06 Cantabria;1987M06;183
06 Cantabria;1987M05;290
06 Cantabria;1987M04;133
06 Cantabria;1987M03;157
06 Cantabria;1987M02;101
06 Cantabria;1987M01;126
06 Cantabria;1986M12;186
06 Cantabria;1986M11;151
06 Cantabria;1986M10;268
